70.0000,5.0000,1.0000,2.0000,0.0000,15834.0000,0.0000,0.0000,0.0000,5.0000,0.0000,172.0000,3.0000,186.0000,1.0000,0.0000,0.0000
29.0000,7.0000,2.0000,1.0000,0.0000,27.0000,1.0000,0.0000,0.0000,21.0000,5.0000,554.0000,2.0000,-1.0000,0.0000,3.0000,0.0000
43.0000,4.0000,0.0000,2.0000,0.0000,-173.0000,0.0000,1.0000,0.0000,18.0000,1.0000,119.0000,7.0000,-1.0000,0.0000,3.0000,0.0000
52.0000,2.0000,1.0000,3.0000,0.0000,0.0000,1.0000,0.0000,2.0000,13.0000,8.0000,165.0000,2.0000,-1.0000,0.0000,3.0000,0.0000
27.0000,9.0000,2.0000,2.0000,0.0000,1976.0000,0.0000,0.0000,0.0000,18.0000,7.0000,394.0000,2.0000,101.0000,1.0000,1.0000,0.0000
41.0000,1.0000,2.0000,1.0000,0.0000,1621.0000,1.0000,0.0000,2.0000,28.0000,8.0000,119.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
38.0000,1.0000,1.0000,1.0000,0.0000,4321.0000,0.0000,0.0000,0.0000,18.0000,8.0000,252.0000,1.0000,85.0000,6.0000,0.0000,0.0000
36.0000,1.0000,1.0000,0.0000,0.0000,6085.0000,1.0000,0.0000,2.0000,16.0000,6.0000,186.0000,6.0000,-1.0000,0.0000,3.0000,0.0000
29.0000,4.0000,2.0000,2.0000,0.0000,471.0000,1.0000,0.0000,0.0000,6.0000,8.0000,106.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
31.0000,9.0000,2.0000,2.0000,0.0000,127.0000,1.0000,0.0000,0.0000,16.0000,5.0000,122.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
42.0000,3.0000,1.0000,1.0000,0.0000,197.0000,0.0000,0.0000,2.0000,18.0000,6.0000,199.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
43.0000,1.0000,2.0000,1.0000,0.0000,421.0000,1.0000,0.0000,2.0000,15.0000,8.0000,298.0000,3.0000,-1.0000,0.0000,3.0000,0.0000
51.0000,9.0000,1.0000,3.0000,0.0000,413.0000,1.0000,0.0000,1.0000,28.0000,4.0000,82.0000,2.0000,254.0000,2.0000,0.0000,0.0000
48.0000,4.0000,1.0000,2.0000,0.0000,1533.0000,0.0000,0.0000,2.0000,29.0000,8.0000,358.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
34.0000,1.0000,1.0000,0.0000,0.0000,500.0000,1.0000,0.0000,0.0000,18.0000,9.0000,240.0000,2.0000,182.0000,1.0000,0.0000,0.0000
49.0000,4.0000,2.0000,2.0000,0.0000,7443.0000,0.0000,0.0000,1.0000,20.0000,9.0000,35.0000,2.0000,-1.0000,0.0000,3.0000,0.0000
57.0000,9.0000,1.0000,1.0000,0.0000,93.0000,0.0000,0.0000,2.0000,9.0000,6.0000,82.0000,2.0000,-1.0000,0.0000,3.0000,0.0000
30.0000,4.0000,1.0000,2.0000,0.0000,151.0000,0.0000,0.0000,0.0000,21.0000,1.0000,121.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
25.0000,10.0000,1.0000,1.0000,0.0000,285.0000,1.0000,0.0000,2.0000,29.0000,8.0000,859.0000,2.0000,-1.0000,0.0000,3.0000,0.0000
51.0000,1.0000,1.0000,0.0000,0.0000,362.0000,1.0000,0.0000,0.0000,4.0000,3.0000,108.0000,4.0000,272.0000,2.0000,0.0000,0.0000
48.0000,1.0000,1.0000,0.0000,0.0000,551.0000,1.0000,1.0000,0.0000,17.0000,0.0000,1064.0000,3.0000,303.0000,5.0000,0.0000,0.0000
48.0000,4.0000,0.0000,2.0000,0.0000,108.0000,1.0000,0.0000,2.0000,27.0000,8.0000,89.0000,2.0000,-1.0000,0.0000,3.0000,0.0000
56.0000,0.0000,1.0000,1.0000,0.0000,11.0000,0.0000,0.0000,2.0000,13.0000,8.0000,42.0000,3.0000,-1.0000,0.0000,3.0000,0.0000
38.0000,0.0000,1.0000,1.0000,0.0000,281.0000,1.0000,0.0000,0.0000,16.0000,0.0000,235.0000,2.0000,335.0000,2.0000,0.0000,0.0000
46.0000,6.0000,0.0000,2.0000,0.0000,21.0000,0.0000,0.0000,0.0000,30.0000,5.0000,566.0000,2.0000,-1.0000,0.0000,3.0000,1.0000
30.0000,7.0000,0.0000,1.0000,0.0000,1016.0000,1.0000,0.0000,2.0000,29.0000,8.0000,14.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
57.0000,7.0000,0.0000,1.0000,0.0000,739.0000,1.0000,0.0000,2.0000,20.0000,8.0000,352.0000,5.0000,-1.0000,0.0000,3.0000,0.0000
53.0000,1.0000,1.0000,3.0000,0.0000,111.0000,0.0000,0.0000,2.0000,20.0000,6.0000,39.0000,3.0000,-1.0000,0.0000,3.0000,0.0000
47.0000,1.0000,0.0000,0.0000,0.0000,603.0000,1.0000,1.0000,0.0000,8.0000,8.0000,1080.0000,1.0000,-1.0000,0.0000,3.0000,1.0000
38.0000,0.0000,1.0000,1.0000,0.0000,-33.0000,0.0000,0.0000,0.0000,29.0000,4.0000,162.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
30.0000,10.0000,2.0000,2.0000,0.0000,1159.0000,0.0000,0.0000,1.0000,5.0000,6.0000,366.0000,1.0000,-1.0000,0.0000,3.0000,1.0000
37.0000,1.0000,2.0000,2.0000,0.0000,344.0000,0.0000,0.0000,2.0000,20.0000,6.0000,407.0000,2.0000,-1.0000,0.0000,3.0000,0.0000
47.0000,4.0000,2.0000,2.0000,0.0000,86.0000,0.0000,0.0000,0.0000,30.0000,0.0000,387.0000,3.0000,87.0000,1.0000,2.0000,1.0000
24.0000,0.0000,2.0000,1.0000,0.0000,-386.0000,1.0000,0.0000,0.0000,5.0000,8.0000,180.0000,1.0000,-1.0000,0.0000,3.0000,0.0000
63.0000,5.0000,1.0000,1.0000,0.0000,2734.0000,0.0000,0.0000,0.0000,7.0000,0.0000,72.0000,5.0000,-1.0000,0.0000,3.0000,0.0000
33.0000,9.0000,2.0000,1.0000,0.0000,199.0000,0.0000,0.0000,0.0000,18.0000,1.0000,178.0000,4.0000,-1.0000,0.0000,3.0000,0.0000
30.0000,4.0000,1.0000,2.0000,0.0000,882.0000,0.0000,0.0000,0.0000,22.0000,1.0000,102.0000,6.0000,-1.0000,0.0000,3.0000,0.0000
40.0000,9.0000,0.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000,17.0000,6.0000,522.0000,1.0000,-1.0000,0.0000,3.0000,1.0000
46.0000,1.0000,1.0000,0.0000,0.0000,564.0000,1.0000,0.0000,0.0000,29.0000,5.0000,124.0000,2.0000,-1.0000,0.0000,3.0000,0.0000
36.0000,1.0000,1.0000,1.0000,0.0000,342.0000,1.0000,1.0000,2.0000,21.0000,8.0000,88.0000,3.0000,-1.0000,0.0000,3.0000,0.0000
39.0000,6.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.0000,2.0000,11.0000,6.0000,904.0000,4.0000,-1.0000,0.0000,3.0000,0.0000
30.0000,4.0000,2.0000,2.0000,0.0000,499.0000,1.0000,0.0000,0.0000,13.0000,1.0000,92.0000,2.0000,90.0000,1.0000,0.0000,0.0000
37.0000,4.0000,1.0000,2.0000,0.0000,3556.0000,0.0000,0.0000,0.0000,9.0000,9.0000,268.0000,1.0000,-1.0000,0.0000,3.0000,1.0000
51.0000,3.0000,1.0000,1.0000,0.0000,603.0000,0.0000,0.0000,0.0000,25.0000,1.0000,122.0000,3.0000,-1.0000,0.0000,3.0000,0.0000
47.0000,7.0000,2.0000,3.0000,0.0000,1784.0000,0.0000,0.0000,0.0000,19.0000,10.0000,385.0000,2.0000,-1.0000,0.0000,3.0000,1.0000
